id,Chief of Technology,Systems Manager,Network Manager,Database Administrator,Software Developer,Tester,Quality Assurance Analyst,Web Developer,Penetration Tester,Data Scientist,Chief Executive,Client Support Manager,Operations Manager,Sales Manager,Financial Manager,Human Resources Manager,Project Manager,Product Manager,Marketing Specialist,Designer,Recruiter,English,Spannish,French,German,Russian,Portuguese,HTML,CSS,Bootstrap,Tailwind.css,Javascript,Python,C,C++,Java,React,Vue,PHP,Flutter,SQL,NoSQL,PostgreSQL,MySQL,R,Dart,Linux,Flask,Django,Laravel,Node.js,Git,Docker,Kubernetes,Android,IOS,AWS,Azure,Office Suit,Agile,Google Analytic,Blender,Photoshop,Video Editing,Graphic Design,Filming,Professional Writing,Communication,Negotiation,Speaking,Management,Team working,Critical Thinking,Coordination
liberiaofficial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,42,81,84,61,12,97,69,49,93,27,92,69,31,3,25,68,30,12,9,8,16,15,8,73,65,32,37,2,52,23,33,4,60,40,51,95,65,48,3,72,28,76,28,95,46,46,47,54,18,66,43
lbccd,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,96,9,26,76,42,9,55,65,27,52,99,39,25,91,51,42,48,96,36,53,6,80,4,17,82,84,60,44,20,94,16,90,28,42,43,27,32,7,95,73,29,26,39,94,59,21,40,44,90,4,94,64
hillsoften,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,27,15,57,48,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,65,58,22,71,11,50,99,88,46,32,41,92,80,79
mxconcerning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93,94,62,61,66,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,38,11,46,63,93,28,34,90,96,1,41,42,4,70
kingfoam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,59,2,33,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90,72,36,94,69,59,3,97,53,62,42,87,43,79,25
mechanicalsociology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67,38,97,91,97,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,11,2,76,80,27,41,70,95,93,32,29,2,81,38
ambienroute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,3,78,98,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,37,75,33,6,22,22,30,67,90,24,26,77,52,32,55
nakedresource,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,72,87,14,2,51,27,81,66,60,62,72,49,17,31,35,82,98,26,87,39,98,69,38,27,62,50,76,20,50,16,80,92,90,26,86,8,24,40,80,43,14,91,50,18,92,52,85,65,78,5,66,45
bugsubscription,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44,74,26,14,68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,28,43,87,74,16,14,32,58,49,52,5,39,2,43,22
feedsuperb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,19,40,52,73,68,97,89,80,53,37,47,78,81,50,12,55,25,0,72,5,66,73,26,92,67,2,55,13,8,58,1,96,67,70,7,76,10,0,88,19,75,40,82,66,92,21,8,47,15,90,67,19
remainstribal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,79,10,70,73,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,37,48,80,27,5,66,42,59,15,14,74,31,94,46
cakespure,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,52,20,7,50,27,19,86,21,46,18,56,5,86,43,91,67,77,65,97,91,93,33,8,86,16,2,39,86,56,99,32,40,27,0,32,65,33,85,21,62,78,23,48,88,25,4,16,60,78,69,89,82
fiveexclusion,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,42,77,62,24,81,0,42,12,27,88,28,7,12,23,72,8,3,73,17,61,23,93,53,83,18,1,81,20,21,76,66,74,82,58,92,57,88,70,92,14,53,65,70,62,59,84,91,1,55,3,76,25
arbitraryassess,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,51,30,15,95,59,16,16,70,48,38,68,77,69,4,28,20,47,7,53,63,79,99,66,32,57,78,95,64,4,57,58,27,96,51,82,70,20,30,7,46,44,34,3,32,95,60,55,64,7,47,2,56
sourcecolour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,97,92,50,29,70,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,45,54,45,92,73,19,68,59,81,86,70,77,65,2,30
satisfyacquisitions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71,87,58,61,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,24,36,5,42,98,94,3,6,92,8,10,63,65,31,59
accordinglyaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,71,29,73,77,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,61,95,45,28,32,66,48,41,61,10,65,28,14,77,39
sponsoredwhite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,36,14,34,76,30,71,95,46,8,84,62,7,42,76,3,41,81,14,29,42,7,73,30,1,1,29,91,35,47,32,32,66,93,30,51,84,5,75,28,50,70,22,21,46,0,16,30,26,89,11,45,55
queriesgospel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,31,92,95,58,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,93,99,44,60,64,91,84,9,19,86,78,24,27,69,63
expressionpurchase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35,87,4,33,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,18,52,33,26,44,30,3,77,78,66,86,80,77,80,58
conjunctionearly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,68,79,74,85,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,77,13,66,0,40,55,42,70,91,83,85,66,98,98
productionsrussia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,31,62,31,86,85,77,23,41,51,28,87,47,91,92,51,35,83,53,57,16,63,68,22,72,85,48,41,34,71,57,44,31,79,96,74,46,87,67,86,69,48,63,24,28,21,72,74,95,33,75,87
reformbreeding,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,64,45,86,47,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,47,65,31,36,85,53,46,69,26,67,11,86,2,25,65
subsectioninnovative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,87,96,7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,82,65,41,33,46,89,11,66,79,6,21,58,45,67,40
cameronclose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,90,54,64,61,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,74,55,0,82,16,87,54,50,80,63,3,75,7,20,83
missingdrivers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,92,14,49,22,59,58,72,8,69,37,73,43,99,26,28,61,64,96,58,96,65,89,10,90,70,15,43,93,99,72,34,20,30,96,2,10,85,13,45,98,53,52,20,62,40,28,92,53,60,97,10,34
preparedsmaller,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79,88,21,54,56,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,40,21,49,36,3,22,44,76,40,76,24,58,66,37,5
patientssurvive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,1,81,34,69,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,79,22,96,13,8,40,36,56,4,40,55,19,89,91,23
preventingmaintaining,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67,43,71,1,21,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,61,23,62,94,93,84,93,47,8,2,68,94,25,25,60
symbolhusband,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,41,24,76,34,0,63,8,79,75,95,71,81,1,34,10,58,34,83,8,51,1,28,3,51,17,71,55,49,53,79,93,31,39,6,20,13,33,57,35,88,37,70,16,33,62,98,23,67,98,9,62,16
vegetablestalk,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,77,23,23,90,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,66,79,83,6,33,5,23,83,98,83,13,58,78,33,25
integratenew,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,99,83,15,43,50,78,87,92,46,68,40,61,3,14,10,77,91,42,68,35,48,92,99,88,32,19,12,18,56,39,36,4,0,44,41,47,55,10,49,19,15,81,69,51,72,20,96,4,63,46,85,63
intoneon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,57,13,77,24,10,44,42,26,25,28,62,20,55,86,78,40,93,16,77,41,68,18,64,23,77,57,47,87,67,72,67,99,4,84,38,25,29,71,18,70,38,45,66,44,91,17,53,34,31,42,0,17
membersprimary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81,8,44,22,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,47,57,78,67,46,49,2,42,92,67,77,35,10,82,38
secretcomp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73,8,62,38,57,57,12,52,53,82,4,89,20,57,81,10,3,60,55,12,52,63,61,33,23,73,14,31,13,76,23,48,31,76,82,73,14,22,55,37,59,44,31,75,89,39,64,98,80,17,62,3,44
blackberryball,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,13,68,79,57,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,98,93,39,99,83,86,47,97,57,4,71,93,29,59,45
tireconferences,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,46,73,58,99,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,19,42,86,96,18,44,93,11,62,61,48,22,35,96,40
yukonyr,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,47,96,47,66,16,46,23,45,86,37,47,15,44,58,56,36,35,57,32,47,78,30,8,97,62,58,6,43,6,22,56,72,54,40,79,47,4,92,11,73,22,87,24,88,57,36,27,39,85,83,36,39
wagesseconds,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,9,41,68,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,38,15,74,80,9,78,93,15,6,41,34,8,34,40
combatsubstantially,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,18,41,13,57,54,68,96,94,75,41,61,17,37,47,17,25,52,85,41,0,84,41,28,44,67,41,54,5,54,33,85,77,24,24,9,99,12,74,0,39,9,51,41,18,80,19,79,39,53,19,16
institutionsintervals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,89,95,21,49,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,24,46,30,76,51,22,0,15,27,68,62,47,83,80,69
mistakeroad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,72,71,63,81,96,75,90,52,92,96,8,18,51,68,29,79,62,28,75,29,70,23,75,81,96,45,1,6,17,68,73,16,45,50,5,51,36,48,12,53,85,59,87,80,58,29,51,74,18,26,84,3
likenone,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,5,77,25,12,87,53,95,96,40,17,96,95,11,61,90,10,56,52,85,20,87,59,32,33,94,35,38,73,26,53,74,8,29,32,16,37,36,29,1,55,14,51,37,83,78,1,88,51,74,99,43
leadersdecided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94,52,1,71,83,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,75,97,44,13,25,31,15,17,54,36,28,92,93,12,21
arrivalsliabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,9,15,25,65,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,79,8,63,10,63,33,25,54,11,61,87,24,84,17,51
concentrationadvocate,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,62,30,19,95,61,7,61,76,69,30,84,2,85,2,37,48,60,74,25,19,1,82,78,33,79,95,2,1,80,60,84,42,76,14,34,4,80,70,42,48,29,58,83,92,29,21,8,78,23,24,29,37
rationalpubmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,35,70,83,29,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,42,12,57,48,45,11,79,28,92,14,87,19,59,24,52
forecastsudden,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,19,16,95,27,95,81,36,96,20,74,47,92,26,52,44,76,90,14,94,54,53,23,81,25,31,95,27,1,19,52,94,65,12,92,28,41,33,38,7,69,14,49,16,17,40,36,0,49,44,75,53,11
fairinch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,63,89,32,48,2,36,83,22,74,72,39,89,62,7,64,50,71,84,84,74,7,25,27,21,77,70,60,41,27,17,89,52,54,37,96,56,47,17,69,43,84,31,7,79,9,83,20,63,28,33,36,40
killsbiggest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,58,30,28,34,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,30,76,89,79,5,46,13,32,32,77,41,50,86,55,4
physicsinteraction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,16,7,94,75,50,1,68,53,55,53,63,49,73,40,8,30,60,67,99,5,18,41,26,17,95,38,1,64,76,21,71,91,58,11,8,24,18,15,8,0,25,41,56,4,11,20,39,50,49,36,0,26
makerholy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46,51,97,90,46,21,8,26,37,57,85,2,84,83,68,29,98,43,2,56,95,83,34,91,87,37,66,5,85,55,44,4,7,33,15,0,51,49,8,19,25,95,74,50,45,82,62,19,24,46,52,39
protectivehospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,20,40,99,84,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,56,79,85,67,91,66,41,38,0,28,89,86,84,48,97
generationsrelaxation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70,96,0,63,91,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,91,77,41,8,18,85,44,26,11,2,78,88,42,79,81
unityarmed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92,50,98,68,62,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,24,92,86,23,94,20,48,27,20,70,60,83,94,78
grannyrepresent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,46,49,53,53,27,11,65,6,71,59,22,4,4,1,63,52,31,36,55,57,57,55,72,25,17,98,35,46,95,65,51,64,37,46,79,23,43,18,18,87,57,21,63,77,81,48,66,25,60,25,75,15
gottasituation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,37,74,28,37,4,41,64,44,68,72,68,62,38,18,97,78,31,21,28,46,22,2,73,23,43,0,88,23,76,83,7,32,63,83,53,73,83,20,81,46,31,65,1,97,21,84,41,38,5,71,2,57
handedwithin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,32,79,47,10,32,67,45,43,5,6,71,98,20,52,21,3,53,66,31,65,86,55,15,59,22,21,97,2,80,71,57,30,68,71,15,23,91,67,82,77,22,16,51,8,85,8,22,99,94,23,99,54
violinjet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,23,8,38,78,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,16,95,68,38,26,12,64,63,82,5,36,81,21,41,78
sprintutc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,78,64,91,85,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,95,78,95,6,23,0,66,1,86,21,38,51,18,72,17
explorerasp,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88,41,30,25,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,13,85,34,58,29,44,23,39,69,23,56,32,41,82,28
infantsbearing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,31,62,44,83,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,25,91,86,45,43,73,74,63,18,76,52,27,15,1
exercisessanta,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,33,88,26,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,98,99,1,42,71,60,62,2,81,43,85,64,44,27,71
lebanonkenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,28,88,43,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,78,4,94,44,53,26,44,60,51,76,99,88,3,79,87
gagequality,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,90,67,34,91,83,39,12,55,81,68,3,62,92,33,40,92,21,47,57,58,20,18,54,38,76,69,5,40,30,33,66,51,30,67,88,20,42,25,91,78,66,21,34,14,5,51,48,70,65,19,36,16
mentalwoods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,73,6,21,94,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,79,58,92,40,59,58,9,95,33,89,80,31,41,95,74
sexualtechnology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,93,72,62,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,67,86,0,73,11,9,85,5,76,81,2,75,60,89,29
separatetheories,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,37,82,47,34,48,97,61,86,87,55,13,22,0,69,35,88,78,40,11,23,88,48,50,20,69,42,37,57,94,50,27,64,21,42,55,12,33,56,38,58,78,67,14,25,70,15,75,46,72,15,76,96
chicollege,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,42,15,24,67,17,49,7,99,25,67,48,98,79,16,45,9,32,30,70,33,7,61,19,19,32,55,87,33,39,28,80,79,81,19,23,19,91,1,91,9,96,75,51,56,65,9,81,9,4,86,59,27
illustratedcry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,93,40,30,1,78,85,62,33,74,98,75,82,25,14,78,57,65,48,69,50,4,39,30,9,23,13,72,37,90,42,21,20,11,11,55,60,23,62,45,13,42,40,26,37,33,24,46,92,32,30,92,65
immediatedied,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,30,85,19,96,96,14,70,43,8,20,19,89,83,4,69,31,71,69,74,72,38,7,45,1,77,58,39,17,82,67,29,67,96,21,81,72,47,6,55,45,32,13,24,98,91,94,2,15,17,97,25,82
pencilpotential,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,47,58,47,16,72,86,91,16,13,57,30,12,26,44,3,67,76,86,42,38,6,65,59,60,98,88,38,46,52,7,5,3,20,5,7,75,5,11,81,18,62,33,51,16,32,62,28,48,20,23,88,85
overallenergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66,69,77,1,42,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,35,70,71,74,85,55,23,23,67,1,23,76,99,58
announcementharold,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,49,71,18,76,76,34,13,80,51,39,55,18,46,62,13,0,95,85,70,89,62,59,49,76,2,11,7,29,21,75,22,85,23,84,88,88,84,81,20,93,8,96,22,77,73,24,72,65,24,57,90,40
technologymagnetic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,93,5,10,38,18,89,74,29,56,55,8,69,61,97,63,64,30,22,26,37,12,63,40,35,90,95,97,30,59,10,43,14,37,76,65,83,25,26,66,82,32,18,43,31,35,71,15,26,62,27,56,72
glboulder,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44,15,68,15,14,75,87,16,35,7,34,37,31,90,71,60,79,65,40,66,47,83,78,8,24,97,46,6,2,29,22,25,11,89,57,33,10,54,7,24,21,3,45,17,82,13,20,89,46,91,74,58,78
tunesceramic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,83,12,85,44,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,11,69,51,13,74,8,9,13,4,5,48,88,5,44,91
januarysigma,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,33,13,83,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,62,50,8,30,32,24,84,47,86,79,65,28,40,36,97
genepor,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,59,41,63,81,1,45,85,87,60,53,52,57,50,86,65,68,19,98,58,19,90,85,24,40,34,35,60,55,42,31,67,91,66,5,98,2,52,1,38,92,49,68,73,14,58,92,78,44,54,26,46
treerefugees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,74,99,47,40,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,28,72,25,57,73,74,3,55,57,55,91,93,60,2,18
gainslose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90,94,90,45,88,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,92,46,93,95,16,92,25,52,9,99,36,42,60,59,73
cordlesslouise,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,29,77,45,15,48,58,16,83,62,78,55,11,3,63,82,2,14,68,15,88,96,29,32,68,25,35,49,91,90,63,87,55,70,57,10,79,64,88,85,49,61,45,53,65,38,54,6,86,22,24,82,82
absolutetiles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98,92,17,23,74,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,48,60,11,36,88,73,65,57,66,11,60,31,37,93,18
putspar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,79,33,67,86,62,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,87,87,69,27,58,2,33,86,13,57,45,79,29,7,37
reactionsexcellence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,73,88,30,22,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,4,13,85,65,5,45,88,16,48,33,32,12,80,7
htommy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,98,8,74,71,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,45,21,16,31,81,44,14,98,47,99,40,55,56,83
tsunamiassess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,77,4,81,82,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,65,27,67,61,21,97,14,38,42,89,29,34,40,40,46
