id,Chief of Technology,Systems Manager,Network Manager,Database Administrator,Software Developer,Tester,Quality Assurance Analyst,Web Developer,Penetration Tester,Data Scientist,Chief Executive,Client Support Manager,Operations Manager,Sales Manager,Financial Manager,Human Resources Manager,Project Manager,Product Manager,Marketing Specialist,Designer,Recruiter,English,Spannish,French,German,Russian,Portuguese,HTML,CSS,Bootstrap,Tailwind.css,Javascript,Python,C,C++,Java,React,Vue,PHP,Flutter,SQL,NoSQL,PostgreSQL,MySQL,R,Dart,Linux,Flask,Django,Laravel,Node.js,Git,Docker,Kubernetes,Android,IOS,AWS,Azure,Office Suit,Agile,Google Analytic,Blender,Photoshop,Video Editing,Graphic Design,Filming,Professional Writing,Communication,Negotiation,Speaking,Management,Team working,Critical Thinking,Coordination
supplementsflower,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,37,100,5,100,95,73,38,48,82,8,13,60,69,30,55,83,52,58,95,71,54,20,10,72,36,76,55,86,48,35,17,8,38,98,5,23,27,4,65,76,83,5,8,24,42,28,79,96,98,63,9,16
territoryvolleyball,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,66,32,68,9,36,72,77,57,70,20,24,24,17,85,75,42,52,14,38,72,62,81,23,54,57,24,82,47,90,26,56,5,18,32,87,79,83,73,18,77,17,39,85,1,16,8,41,35,37,61,7,16
cupgentle,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,39,8,36,93,10,60,13,23,65,22,58,26,21,58,34,63,23,21,40,5,82,7,85,27,32,93,85,54,58,18,15,83,69,59,95,89,95,87,76,7,14,23,95,38,22,4,87,79,23,81,96,9
mirrorsemission,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,52,65,95,91,88,43,80,11,22,71,83,12,64,11,22,52,78,20,38,40,73,37,37,10,97,58,82,4,60,16,99,40,85,15,20,66,77,72,100,97,56,11,18,95,6,20,99,39,14,56,17,59
limousinesworldcat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,29,58,22,30,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,43,33,69,49,58,42,36,36,1,63,15,97,66,82,50
lightweightexcess,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96,43,99,14,45,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,16,44,22,53,54,14,37,91,3,32,61,63,5,76,67
foodexceptions,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,14,77,69,40,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,25,56,38,58,40,63,84,38,86,26,32,96,51,57,73
christinacriminal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,82,92,6,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,97,1,49,84,75,65,87,89,91,66,51,76,17,100,50
graduationcrash,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92,9,10,11,44,62,76,60,8,92,5,35,74,57,99,65,85,6,28,93,73,93,52,63,44,38,48,9,98,20,74,29,7,3,9,43,20,23,30,35,80,73,77,6,37,12,100,63,77,65,72,38,45
centeredhonolulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94,92,24,60,84,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,56,20,1,43,51,14,88,35,82,51,54,62,74,19,51
packardchristopher,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,85,12,33,71,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,73,3,60,79,50,2,72,100,17,34,48,55,72,96,98
pursepresidential,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,68,59,23,79,57,26,37,65,47,9,37,50,25,37,65,47,21,23,28,78,69,11,13,86,22,65,18,94,84,60,14,57,58,27,21,8,40,3,71,37,46,62,17,91,31,93,39,54,32,47,9,84
testcooked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,62,64,7,64,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,19,69,24,58,4,100,30,72,37,84,68,6,76,25,10
extractphenomenon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,40,27,46,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,51,84,11,30,15,42,46,86,96,87,31,71,26,62
alliancechoices,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,27,53,44,31,23,32,15,70,30,53,59,11,29,46,39,43,78,27,5,20,51,74,83,7,94,43,72,88,75,22,59,50,27,48,48,100,70,20,61,26,51,27,76,59,97,39,60,57,62,80,86,23
extremelyunavailable,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81,3,67,46,90,1,91,28,62,97,66,43,97,58,50,44,43,42,86,17,63,62,68,92,9,90,79,5,52,96,85,44,0,48,11,59,69,14,53,53,18,31,94,20,81,48,87,21,41,26,49,54,67
murdernato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,91,71,99,16,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,83,95,87,0,96,73,33,29,42,17,88,65,55,21,99
conceptualsolely,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,86,95,52,34,74,21,19,23,1,47,68,42,27,10,5,69,72,65,58,15,70,40,70,48,49,61,44,42,91,21,39,29,62,77,40,27,0,53,11,13,71,86,81,8,43,11,67,93,100,60,83,27
miceslow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87,33,5,9,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,52,6,88,77,22,69,44,22,23,80,69,59,74,2,63
eroticabroadcasting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,3,27,100,81,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,43,81,4,47,77,73,26,6,17,36,54,79,40,44,85
screwcollapse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,69,49,53,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,35,46,35,79,2,66,23,94,33,65,50,72,83,91,27
announceastronomy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96,50,71,85,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,48,93,14,42,39,35,72,60,92,81,42,57,48,11
timingstability,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,80,65,82,47,94,90,52,87,5,72,79,32,78,11,83,50,28,39,82,1,65,11,91,33,40,69,49,87,20,69,17,58,12,72,14,37,24,97,73,82,23,8,10,44,17,84,22,33,40,21,70,80
typingscotia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,62,1,70,59,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,23,40,32,59,21,83,25,42,2,13,74,32,86,49,39
deleteespn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90,22,8,59,95,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,63,27,57,83,69,43,73,80,78,2,1,28,92,84,27
enginescomputing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72,68,29,12,14,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,80,97,67,89,57,99,100,47,21,91,87,88,9,96,93
fansdx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,8,75,91,91,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,95,46,74,61,32,32,90,87,71,52,69,20,3,17,96
directlyinterval,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,26,31,97,83,56,83,12,94,87,55,7,80,55,18,2,10,33,96,78,14,2,58,93,31,44,46,68,72,4,68,14,3,57,74,77,58,94,0,39,95,41,34,10,79,18,67,10,74,5,46,16,81
chiefvehicle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,69,10,60,4,23,19,91,51,77,74,45,7,74,63,100,86,49,79,48,38,66,95,11,58,27,71,59,0,95,90,37,75,48,15,93,65,87,62,11,91,6,19,85,21,94,73,51,44,71,20,44,72
blowingcroatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,32,13,37,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,44,73,49,5,27,30,33,86,23,97,19,87,1,17
resultingcakes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,66,45,9,68,79,58,36,66,24,47,71,87,59,88,47,95,58,11,50,64,70,29,74,83,24,9,14,31,68,42,69,54,65,71,39,14,1,18,49,91,81,96,14,57,71,55,75,97,69,75,7
christianitymagazines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,94,53,87,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,86,73,73,35,29,61,83,34,73,18,33,51,63,72,11
paragraphsrising,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,21,97,65,67,28,97,100,89,93,24,46,71,49,24,26,95,20,60,71,82,6,60,35,48,64,66,50,36,33,85,79,46,61,8,62,44,6,60,91,66,81,60,42,46,69,74,0,6,68,11,60,68
productivestainless,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,62,94,71,27,53,78,79,20,65,59,49,53,9,32,27,21,80,23,14,3,28,23,22,51,86,3,48,56,43,24,24,62,44,18,67,37,80,43,69,99,88,97,84,53,86,0,1,36,41,28,19,96
motorcyclesprospects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,67,86,99,97,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,75,35,9,28,75,90,4,41,5,20,69,62,59,69,27
filingwitnesses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56,100,96,62,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,7,98,70,8,19,46,22,12,42,4,44,28,36,15,53
nvagency,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,50,63,87,92,60,92,47,88,60,94,1,88,60,76,84,70,58,68,46,67,38,30,24,7,64,73,39,28,91,46,81,63,0,40,26,22,44,14,88,49,42,11,69,78,56,78,78,20,64,80,64,33
augustextensions,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,15,77,16,98,11,39,92,86,73,49,80,2,36,18,78,0,70,51,59,39,68,71,69,93,60,59,28,74,3,91,0,13,33,42,13,48,51,48,87,32,9,18,27,90,13,27,92,91,59,70,20,87
emmaplain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,62,74,18,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,56,88,65,36,62,83,98,93,33,24,62,55,5,52
remarknail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,99,47,58,64,87,60,84,56,22,89,96,63,74,26,82,15,46,21,54,29,11,0,60,16,45,11,30,36,82,92,68,99,44,55,58,3,91,41,72,89,18,19,5,67,49,72,45,4,70,10,54,85
notedpickup,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93,46,34,82,83,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,24,40,37,39,31,2,51,71,66,96,59,87,70,100,79
excludewritings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,31,30,79,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,40,96,4,35,71,17,56,28,53,84,74,100,83,43,82
doingchevrolet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,86,19,56,19,72,65,34,7,68,16,46,77,46,87,12,93,37,9,58,77,64,53,35,50,87,61,50,87,61,45,10,15,5,89,51,68,54,12,77,29,97,18,56,83,37,39,47,49,27,93,1,0
splital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,47,22,19,70,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,53,54,41,58,98,25,54,62,69,7,97,13,41,12,28
lovercasino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,64,81,87,66,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,22,76,99,98,21,14,77,55,30,85,56,70,98,32,100
physicallyun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,100,93,20,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,21,2,77,47,0,79,95,27,91,73,34,32,57,54,98
winningethernet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,58,13,90,46,45,100,95,40,44,63,51,71,96,81,18,2,19,59,94,92,46,90,81,61,35,87,35,59,77,53,48,39,17,66,39,100,35,17,13,88,49,45,9,68,6,59,91,87,52,86,87
soaviral,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,40,95,50,6,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,40,9,28,54,92,61,32,96,31,5,66,12,92,59,18
merelyholland,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96,27,13,32,11,64,70,32,23,100,73,73,34,6,80,50,35,32,32,49,90,25,10,61,12,100,86,23,0,41,87,98,34,3,37,39,62,3,46,36,83,61,50,60,81,48,57,57,51,55,100,12,59
institutionalconditioning,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89,68,18,50,3,42,82,14,7,92,83,46,17,96,93,1,58,20,0,29,100,64,13,68,32,0,44,13,77,79,21,87,36,47,0,18,16,12,95,59,25,92,11,42,28,36,47,92,47,66,68,61,60
discriminationpie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,31,46,97,87,8,100,53,90,17,80,0,31,38,19,17,32,47,93,57,80,80,78,6,73,6,60,28,94,87,49,29,59,64,67,92,36,79,57,53,40,90,25,44,79,80,3,49,37,78,83,25,47
creativitymandate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63,6,38,86,86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,86,73,37,62,77,65,2,87,3,37,99,58,36,23,52
tenos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,61,31,9,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,90,39,24,43,73,78,90,52,86,50,5,78,58,70
providingempire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76,85,97,5,49,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,60,21,63,69,78,76,7,54,63,53,36,67,51,76,39
piecesfed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,33,64,34,5,33,95,5,95,92,91,52,77,3,59,93,85,59,95,39,73,57,94,12,52,45,78,68,84,91,15,90,63,73,42,2,84,33,33,72,95,12,99,26,82,24,93,54,28,77,3,76,42
enhancementbroadcasting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,14,0,88,0,99,99,83,7,55,80,74,35,26,41,77,49,24,34,57,85,3,33,23,46,64,88,77,24,69,33,25,48,71,77,43,80,42,82,35,60,64,81,3,8,55,91,29,61,22,92,59
metknives,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,63,8,99,6,39,28,15,58,38,56,9,75,87,40,26,11,53,65,4,6,37,36,37,53,51,9,76,53,9,52,31,51,93,76,43,56,52,34,69,37,51,72,68,37,47,2,58,86,5,42,74,62
rolandclassifieds,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,27,40,44,25,7,44,77,60,53,14,82,1,17,36,17,3,76,32,82,76,17,74,38,57,18,51,62,66,3,80,20,87,84,62,23,63,56,97,58,60,56,17,37,35,55,98,37,96,24,98,34,38
advertisemovie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60,70,56,34,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,30,15,3,58,33,16,20,35,54,84,20,24,60,93,77
batmangenes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,81,61,72,21,76,57,10,38,60,7,82,36,3,43,12,86,79,10,80,10,94,11,59,100,21,80,98,67,45,11,37,99,15,64,9,100,18,74,10,50,55,51,36,92,78,6,51,97,14,15,9,13
independentlykernel,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,90,17,39,94,63,71,99,50,42,76,18,30,76,70,1,13,15,7,54,74,46,35,69,0,32,23,85,67,43,0,52,31,3,41,50,15,3,75,59,80,95,27,55,45,56,70,80,30,92,80,28,81
medflour,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83,89,69,28,23,10,39,98,20,19,17,0,76,34,4,66,34,10,4,46,75,40,18,83,43,51,85,31,15,72,51,29,83,35,40,92,88,32,22,75,13,90,29,45,36,54,74,97,25,55,32,14,96
pillsultram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,70,92,3,21,95,91,80,85,46,3,14,89,95,1,2,21,29,40,38,67,98,47,89,69,28,47,2,29,67,95,86,14,41,81,22,35,62,74,55,0,20,5,16,48,77,48,21,44,94,31,68,58
employerssweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,49,74,22,40,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,56,93,22,38,41,75,91,87,60,6,24,86,20,84,39
cabpam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,34,63,7,60,90,97,57,31,19,59,13,50,90,72,48,70,6,22,67,58,38,65,32,11,47,39,59,93,45,46,87,62,68,33,77,46,1,13,16,67,65,93,93,16,87,49,88,18,38,69,36,39
sslsignificant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,21,75,92,65,84,42,11,68,82,77,58,7,18,90,29,52,94,18,35,8,57,63,27,15,39,18,13,50,91,66,77,69,99,84,57,2,45,91,82,38,79,7,70,37,88,83,18,40,35,73,72,82
fisheriesconsideration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,95,14,95,73,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,100,17,79,89,61,78,85,96,79,61,23,62,33,6,56
patternsusc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,78,97,10,59,52,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,62,9,30,22,41,33,37,18,52,69,22,40,6,46,63
andreascomputed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,7,31,6,34,76,89,32,24,83,18,5,52,11,7,45,64,5,60,13,43,61,99,78,29,92,3,50,41,15,13,52,58,87,96,16,61,92,56,22,97,18,62,41,99,94,5,85,33,48,83,85,8
columngolf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,98,76,26,59,44,84,6,87,70,6,85,59,77,62,9,59,58,99,1,76,78,77,81,21,78,46,46,7,0,82,41,79,62,62,75,81,50,90,1,70,41,44,7,72,50,40,35,8,88,12,73
hispanicreads,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,54,95,70,42,59,79,50,69,9,55,1,17,27,87,40,20,8,3,17,7,68,40,44,78,49,47,82,41,51,86,26,94,100,23,15,16,18,73,28,93,9,37,66,24,97,81,31,2,50,37,28
petersocket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,7,93,85,56,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,96,40,34,75,37,36,28,36,93,31,81,37,34,49,15
beachexcuse,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,65,76,16,4,26,13,46,7,19,93,99,46,17,98,30,92,15,2,41,49,57,10,48,41,32,98,66,85,7,38,50,77,30,62,5,24,39,52,54,61,69,88,17,66,90,70,33,40,92,57,85,48
occurredadvertiser,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,45,81,34,96,41,81,86,6,17,30,72,31,4,12,90,56,65,97,13,55,96,72,73,17,67,81,35,50,38,14,5,21,85,30,19,46,27,71,48,36,56,20,38,20,96,19,99,15,33,87,77,51
circlesholocaust,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,79,42,30,1,59,26,56,81,40,59,8,49,91,47,82,48,53,84,24,4,16,96,29,44,99,88,83,35,67,25,86,69,34,37,81,57,33,59,61,54,87,38,79,55,30,63,79,87,68,65,77,19
headedinfo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88,44,53,6,67,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,80,59,92,49,30,21,8,92,57,71,26,0,31,16,60
mercythursday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,86,8,61,93,47,31,4,43,60,59,19,93,95,3,8,36,49,32,37,36,84,88,57,64,74,8,51,9,21,22,44,77,88,79,41,14,59,64,63,28,25,37,84,82,24,24,70,46,36,52,67,91
teethsouls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,60,44,52,79,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,97,52,96,36,62,59,88,52,55,15,72,14,67,42,67
possessstorm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,83,47,14,10,4,33,62,97,26,74,49,93,33,95,97,19,32,94,8,26,37,81,95,15,77,22,37,42,51,84,32,73,75,36,74,72,64,57,48,24,88,55,29,6,48,64,27,82,56,98,59,3
twincivilian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,7,75,79,56,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,58,18,1,93,65,45,8,40,17,50,65,89,68,74,27
rearbuying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85,4,90,60,82,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,79,99,97,48,83,11,13,0,45,41,26,65,59,100,2
throwingwicked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,59,57,24,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,23,91,31,99,50,83,20,37,5,43,25,23,4,51,12
bagovernight,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,72,21,97,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,73,98,8,19,12,82,81,44,15,19,56,33,77,90,44
discreteoutside,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,97,95,79,39,61,56,99,31,5,27,60,58,71,53,99,3,54,18,5,11,7,86,91,67,78,75,3,14,37,88,22,30,52,100,22,63,58,27,74,76,66,100,37,71,59,54,30,35,90,98,70
royaldresses,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,41,10,90,80,87,59,9,97,12,41,50,59,54,65,45,55,26,76,47,1,81,89,5,25,23,52,58,46,94,47,51,24,77,21,12,51,72,76,24,64,74,43,97,33,35,14,95,95,99,20,51
shortstend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65,39,25,92,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,94,94,79,65,29,25,6,34,28,1,38,71,77,11
whereasbiol,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,20,71,30,5,61,86,67,94,13,9,77,15,36,51,1,48,78,18,60,76,18,79,43,19,40,97,2,44,89,89,41,49,93,58,15,19,60,80,47,36,47,19,50,64,30,14,100,14,12,17,44,97
